url,status,title,meta_description,published_time,author,h1,file_path
https://tiximax.net/,200,Dịch Vụ Vận Chuyển Quốc Tế Uy Tín Tại Việt Nam  – TIXIMAX LOGISTICS,"Bạn đang tìm kiếm một dịch vụ vận chuyển quốc tế đáng tin cậy với chi phí hợp lý? Với hơn 5 năm kinh nghiệm trong lĩnh vực logistics, Tiximax Logistics chuyên cung cấp giải pháp vận chuyển và mua hàng quốc tế từ Indonesia, Mỹ, Hàn quốc ..vv về Việt Nam qua đường biển và đường bay.",,,TIXIMAX LOGISTICS,pages\000001--home.txt
https://tiximax.net/category,404,,,,,,pages\000002--category.txt
https://tiximax.net/blogs/tin-khuyen-mai/uu-dai-thang-8-tuyen-nhat,200,Siêu ưu đãi tháng 8: Gửi hàng Nhật – Việt giảm 20%!  – TIXIMAX LOGISTICS,"Giảm 20% phí gửi hàng Nhật – Việt cùng TIXIMAX! Giá từ 135K/kg, bay 3 chuyến/tuần, giao nhanh từ 3 ngày. Ưu đãi đến 30/08 – Đặt ngay!",,,Siêu ưu đãi tháng 8: Gửi hàng Nhật – Việt giảm 20%!,pages\000003--blogs--tin-khuyen-mai--uu-dai-thang-8-tuyen-nhat.txt
https://tiximax.net/blogs,404,,,,,,pages\000004--blogs.txt
https://tiximax.net/bai-viet,404,,,,,,pages\000005--bai-viet.txt
https://tiximax.net/archive,404,,,,,,pages\000006--archive.txt
https://tiximax.net/blog,404,,,,,,pages\000007--blog.txt
https://tiximax.net/blogs/tin-tuc-su-kien/nhap-khau-dong-tai-viet-nam-quy-trinh-ho-so-luu-y-quan-trong,200,"Nhập Khẩu Đồng Tại Việt Nam : Quy Trình, Hồ Sơ & Lưu Ý Quan Trọng  – TIXIMAX LOGISTICS","Nhập khẩu đồng là nhu cầu thiết yếu của nhiều doanh nghiệp Việt Nam trong các ngành điện – điện tử, xây dựng và cơ khí chế tạo. Tuy nhiên, việc nắm rõ thủ tục nhập khẩu đồng, từ mã HS, thuế suất đến hồ sơ và giấy phép, sẽ giúp doanh nghiệp tiết kiệm thời gian, giảm chi phí và tuân thủ pháp luật. Bài viết này hướng dẫn",,,"Nhập Khẩu Đồng Tại Việt Nam : Quy Trình, Hồ Sơ & Lưu Ý Quan Trọng",pages\000008--blogs--tin-tuc-su-kien--nhap-khau-dong-tai-viet-nam-quy-trinh-ho-so-luu-y-quan-trong.txt
https://tiximax.net/chuyen-muc,404,,,,,,pages\000009--chuyen-muc.txt
https://tiximax.net/collections/dich-vu-van-chuyen-hang-hoa-bang-tau-bien,200,Dịch vụ vận chuyển hàng hóa bằng tàu biển  – TIXIMAX LOGISTICS,Dịch vụ vận chuyển hàng hóa bằng tàu biển,,,Dịch vụ vận chuyển hàng hóa bằng tàu biển,pages\000010--collections--dich-vu-van-chuyen-hang-hoa-bang-tau-bien.txt
https://tiximax.net/collections/frontpage,200,Trang chủ  – TIXIMAX LOGISTICS,". 0₫. 
			Mua ngay – Xem nhanh",,,Trang chủ,pages\000011--collections--frontpage.txt
https://tiximax.net/collections/dich-vu-van-tai-hang-khong,200,Dịch vụ vận tải hàng không  – TIXIMAX LOGISTICS,Dịch vụ vận tải hàng không,,,Dịch vụ vận tải hàng không,pages\000012--collections--dich-vu-van-tai-hang-khong.txt
https://tiximax.net/collections/dich-vu-van-tai-duong-bo,200,Dịch vụ vận tải đường bộ  – TIXIMAX LOGISTICS,Dịch vụ vận tải đường bộ,,,Dịch vụ vận tải đường bộ,pages\000013--collections--dich-vu-van-tai-duong-bo.txt
https://tiximax.net/collections/dich-vu-luu-tru-hang-hoa,200,Dịch vụ lưu trữ hàng hóa  – TIXIMAX LOGISTICS,". 0₫. 
			Mua ngay – Xem nhanh",,,Dịch vụ lưu trữ hàng hóa,pages\000014--collections--dich-vu-luu-tru-hang-hoa.txt
https://tiximax.net/news,404,,,,,,pages\000015--news.txt
https://tiximax.net/collections/mua-hang-my,200,Mua Hàng Mỹ  – TIXIMAX LOGISTICS,Mua Hàng Mỹ,,,Mua Hàng Mỹ,pages\000016--collections--mua-hang-my.txt
https://tiximax.net/pages/chi-nhanh,200,Chi Nhánh  – TIXIMAX LOGISTICS,,,,Chi Nhánh,pages\000017--pages--chi-nhanh.txt
https://tiximax.net/pages/cau-chuyen-cua-chung-toi,200,Câu Chuyện Của Chúng Tôi  – TIXIMAX LOGISTICS,"Trong hơn một thập kỷ, nhà sáng lập của Tiximax, anh Nguyễn Ngọc Hoàng Anh, đã miệt mài với đam mê kiến tạo không gian sống trong ngành nội thất. Mỗi dự án là một lời cam kết về chất lượng, mỗi chi tiết là sự tỉ mỉ đến hoàn hảo. Anh đã xây dựng một thương hiệu vững mạnh bằng uy tín và sự tận tâm – những giá trị cốt lõi",,,Câu Chuyện Của Chúng Tôi,pages\000018--pages--cau-chuyen-cua-chung-toi.txt
https://tiximax.net/pages/cau-chuyen-thuong-hieu,200,Câu chuyện thương hiệu  – TIXIMAX LOGISTICS,Câu chuyện thương hiệu,,,Câu chuyện thương hiệu Tiximax,pages\000019--pages--cau-chuyen-thuong-hieu.txt
https://tiximax.net/collections/mua-hang-indo,200,Mua Hàng Indo  – TIXIMAX LOGISTICS,Mua Hàng Indo,,,Mua Hàng Indo,pages\000020--collections--mua-hang-indo.txt
https://tiximax.net/pages/about-us,200,Giới thiệu  – TIXIMAX LOGISTICS,VỚI KINH NGHIỆM CHUYÊN VẬN CHUYỂN VÀ MUA HÀNG QUỐC TẾ  THEO ĐƯỜNG BIỂN VÀ ĐƯỜNG BAY. CHÚNG TÔI RẤT MONG ĐƯỢC HỖ TRỢ VÀ CUNG CẤP DỊCH VỤ CHO QUÝ KHÁCH,,,Giới thiệu,pages\000021--pages--about-us.txt
https://tiximax.net/pages/chinh-sach-doi-tra,200,Chính sách đổi trả  – TIXIMAX LOGISTICS,"1. Điều kiện đổi trảQuý Khách hàng cần kiểm tra tình trạng hàng hóa và có thể đổi hàng/ trả lại hàng ngay tại thời điểm giao/nhận hàng trong những trường hợp sau:Hàng không đúng chủng loại, mẫu mã trong đơn hàng đã đặt hoặc như trên website tại thời điểm đặt hàng.Không đủ số lượng, không đủ bộ như trong đơn hàng.Tình t",,,Chính sách đổi trả,pages\000022--pages--chinh-sach-doi-tra.txt
https://tiximax.net/pages/bang-gia,200,BẢNG GIÁ  – TIXIMAX LOGISTICS,BẢNG GIÁ VẬN CHUYỂN VỀ VIỆT NAM1. Phí đóng hàng 2. Phí vận chuyển quốc tế về Việt Nam + phí thông quan giao nhận3. Xuống hàng và vận chuyển hàng về kho  tại Việt Nam,,,BẢNG GIÁ,pages\000023--pages--bang-gia.txt
https://tiximax.net/pages/chinh-sach-bao-mat,200,Chính sách bảo mật  – TIXIMAX LOGISTICS,"Chính sách bảo mật này nhằm giúp Quý khách hiểu về cách website thu thập và sử dụng thông tin cá nhân của mình thông qua việc sử dụng trang web, bao gồm mọi thông tin có thể cung cấp thông qua trang web khi Quý khách đăng ký tài khoản, đăng ký nhận thông tin liên lạc từ chúng tôi, hoặc khi Quý khách mua sản phẩm, dịch",,,Chính sách bảo mật,pages\000024--pages--chinh-sach-bao-mat.txt
https://tiximax.net/blogs/tin-khuyen-mai,200,Tin khuyến mãi  – TIXIMAX LOGISTICS,,,,Tin Khuyến Mãi,pages\000025--blogs--tin-khuyen-mai.txt
https://tiximax.net/pages/cuoc-van-chuyen-indo,200,Bảng Giá Vận Chuyển Hàng Hóa Đường Hàng Không Indo - Việt Nam  – TIXIMAX LOGISTICS,Bảng Giá Vận Chuyển Hàng Hóa Đường Hàng Không Indo - Việt Nam 2025,,,Bảng Giá Vận Chuyển Hàng Hóa Đường Hàng Không Indo - Việt Nam,pages\000026--pages--cuoc-van-chuyen-indo.txt
https://tiximax.net/blogs/tuyen-dung,200,Tuyển Dụng  – TIXIMAX LOGISTICS,,,,Hướng Dẫn,pages\000027--blogs--tuyen-dung.txt
https://tiximax.net/pages/dieu-khoan-dich-vu,200,Điều khoản dịch vụ  – TIXIMAX LOGISTICS,"1. Giới thiệuChào mừng quý khách hàng đến với website chúng tôi.Khi quý khách hàng truy cập vào trang website của chúng tôi có nghĩa là quý khách đồng ý với các điều khoản này. Trang web có quyền thay đổi, chỉnh sửa, thêm hoặc lược bỏ bất kỳ phần nào trong Điều khoản mua bán hàng hóa này, vào bất cứ lúc nào. Các thay đ",,,Điều khoản dịch vụ,pages\000028--pages--dieu-khoan-dich-vu.txt
https://tiximax.net/pages/gia-tri-cot-loi-ban-sac-tiximax,200,GIÁ TRỊ CỐT LÕI & BẢN SẮC TIXIMAX  – TIXIMAX LOGISTICS,"GIÁ TRỊ CỐT LÕI (OUR VALUES)CHÍNH TRỰCTrong môi trường logistics đầy thách thức và biến Tiximax chọn Chính Trực làm nền tảng để phát triển bền vững. Kinh doanh bằng sự Chính Trực giúp chúng tôi xây dựng niềm tin lâu dài với khách hàng, đối tác, và đồng nghiệp. Mọi quyết định, từ quy trình mua hộ, vận chuyển đến đấu giá",,,Giá Trị Cốt Lõi & Bản Sắc Tiximax,pages\000029--pages--gia-tri-cot-loi-ban-sac-tiximax.txt
https://tiximax.net/blogs/tin-tuc-su-kien,200,Tin Tức & Sự Kiện  – TIXIMAX LOGISTICS,,,,Tin Tức & Dịch Vụ,pages\000030--blogs--tin-tuc-su-kien.txt
https://tiximax.net/pages/frontpage,200,Trang chủ  – TIXIMAX LOGISTICS,"Viết vài dòng giới thiệu với khách hàng về cửa hàng của bạn (các loại sản phẩm bạn bán, thương hiệu cửa hàng, các chương trình chăm sóc khách hàng, v.v...). Bạn cũng có thể thêm hình ảnh và video minh họa để tăng sự chú ý của khách với cửa hàng.Bạn có thể chỉnh sửa hoặc xoá bài viết này tại đây hoặc thêm những bài viết",,,TRANG CHỦ,pages\000031--pages--frontpage.txt
https://tiximax.net/pages/gia-tri-cot-loi-cua-tiximax,200,Giá trị cốt lõi của Tiximax  – TIXIMAX LOGISTICS,"Những giá trị cốt lõi này định hình văn hóa doanh nghiệp và hướng dẫn mọi hành động của Tiximax, giúp chúng tôi không ngừng phát triển và mang lại giá trị thiết thực cho khách hàng và cộng đồng.",,,Giá trị cốt lõi của Tiximax,pages\000032--pages--gia-tri-cot-loi-cua-tiximax.txt
https://tiximax.net/pages/home2,200,Tiximax Logictics - Mua hộ và vận chuyển  – TIXIMAX LOGISTICS,Dịch vụ mua hộ và vận chuyển quốc tế,,,Tiximax Logictics - Mua hộ và vận chuyển,pages\000033--pages--home2.txt
https://tiximax.net/pages/huong-dan,200,HƯỚNG DẪN  – TIXIMAX LOGISTICS,,,,HƯỚNG DẪN,pages\000034--pages--huong-dan.txt
